"Path","LineNumber","Pattern","Line"
"C:\tac-saas\tac-cargo\components\dashboard\live-indicator.tsx","21","bg-emerald-","        <span className=""relative inline-flex h-2 w-2 rounded-full bg-emerald-500""></span>"
"C:\tac-saas\tac-cargo\components\dashboard\live-indicator.tsx","23","text-emerald-","      <span className=""text-[10px] font-bold tracking-wider text-emerald-500 uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\progress-card.tsx","130","bg-green-","              <div className=""border-card absolute -right-0.5 -bottom-0.5 h-3 w-3 rounded-full border-2 bg-green-500"" />"
"C:\tac-saas\tac-cargo\components\landing\chat-widget.tsx","190","bg-red-","            <span className=""absolute inline-flex h-full w-full animate-ping rounded-full bg-red-400 opacity-75""></span>"
"C:\tac-saas\tac-cargo\components\landing\chat-widget.tsx","191","bg-red-","            <span className=""border-background relative inline-flex h-3 w-3 rounded-full border-2 bg-red-500""></span>"
"C:\tac-saas\tac-cargo\components\landing\hero-section.tsx","213","text-green-","                  <span className=""inline-flex items-center gap-1.5 rounded-sm border border-green-500/20 bg-green-500/10 px-2.5 py-1 text-[10px] font-medium text-green-500"">"
"C:\tac-saas\tac-cargo\components\landing\hero-section.tsx","214","bg-green-","                    <span className=""h-1.5 w-1.5 animate-pulse rounded-full bg-green-500"" />"
"C:\tac-saas\tac-cargo\components\landing\hero-section.tsx","217","text-amber-","                  <span className=""inline-flex items-center gap-1.5 rounded-sm border border-amber-500/20 bg-amber-500/10 px-2.5 py-1 text-[10px] font-medium text-amber-500"">"
"C:\tac-saas\tac-cargo\components\landing\services.tsx","200","text-purple-","            <Code2 className=""mb-6 h-8 w-8 text-purple-400"" />"
"C:\tac-saas\tac-cargo\components\landing\stats-cta.tsx","86","text-emerald-","              <p className=""mb-4 text-xs font-bold tracking-[0.2em] text-emerald-500 uppercase"">"
"C:\tac-saas\tac-cargo\components\landing\stats-cta.tsx","116","text-blue-","              <p className=""mb-4 text-xs font-bold tracking-[0.2em] text-blue-400 uppercase"">"
"C:\tac-saas\tac-cargo\components\landing\testimonials.tsx","114","text-amber-","                  className=""h-3.5 w-3.5 fill-amber-400 text-amber-400"""
"C:\tac-saas\tac-cargo\components\landing\tracking-section.tsx","166","bg-emerald-","            <div className=""inline-flex items-center gap-2 rounded-full border border-emerald-500/20 bg-emerald-500/10 px-4 py-1.5 backdrop-blur-sm"">"
"C:\tac-saas\tac-cargo\components\landing\tracking-section.tsx","168","bg-emerald-","                <span className=""absolute inline-flex h-full w-full animate-ping rounded-full bg-emerald-500 opacity-75"" />"
"C:\tac-saas\tac-cargo\components\landing\tracking-section.tsx","169","bg-emerald-","                <span className=""relative inline-flex h-2 w-2 rounded-full bg-emerald-500"" />"
"C:\tac-saas\tac-cargo\components\landing\tracking-section.tsx","171","text-emerald-","              <span className=""font-mono text-[10px] font-semibold tracking-widest text-emerald-500"">"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","95","bg-emerald-","            <span className=""size-1.5 animate-pulse rounded-full bg-emerald-500 shadow-[0_0_8px_#10b981]"" />"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","96","text-emerald-","            <span className=""text-[10px] font-medium tracking-wider text-emerald-500 uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","102","bg-amber-","            <span className=""size-1.5 rounded-full bg-amber-500"" />"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","103","text-amber-","            <span className=""text-[10px] font-medium tracking-wider text-amber-500 uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\dropdown-profile.tsx","90","bg-green-","            <span className=""ring-card absolute right-0 bottom-0 block size-2 rounded-full bg-green-600 ring-2"" />"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","17","bg-emerald-","          <div className=""relative z-10 mt-1.5 h-2 w-2 rounded-full bg-emerald-500 shadow-[0_0_10px_rgba(var(--color-emerald-500),0.5)] ring-4 ring-black/40""></div>"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","21","text-emerald-","              <span className=""font-mono font-bold text-emerald-400"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-list.tsx","157","bg-emerald-","                              ? ""w-full bg-emerald-500"""
"C:\tac-saas\tac-cargo\components\shipments\shipment-list.tsx","179","text-emerald-","                      ""border-emerald-500/30 bg-emerald-500/10 text-emerald-500"","
"C:\tac-saas\tac-cargo\components\shipments\shipment-list.tsx","204","text-emerald-","                    shipment.status === ""Delivered"" && ""border-emerald-500/50 text-emerald-500 hover:bg-emerald-500/10"","
"C:\tac-saas\tac-cargo\components\shipments\shipment-stats.tsx","8","bg-emerald-","      <div className=""bg-card/50 group flex h-24 flex-col justify-between rounded-2xl border border-white/5 p-4 backdrop-blur-xl transition-all hover:border-emerald-500/30 hover:bg-emerald-500/5 hover:shadow-[0_0_20px_rgba(var(--color-emerald-500),0.15)]"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-stats.tsx","9","text-emerald-","        <RiCheckboxMultipleLine size={20} className=""mb-2 text-emerald-500"" />"
"C:\tac-saas\tac-cargo\components\ui\roadmap-card.tsx","47","bg-blue-","                                    className={`absolute left-1/2 top-2 -translate-x-1/2 h-4 w-4 rounded-full flex items-center justify-center ${item.status === ""done"" ? ""bg-primary"" : item.status === ""in-progress"" ? ""bg-blue-500"" : ""bg-muted"""
"C:\tac-saas\tac-cargo\components\ui\tracker-card.tsx","91","text-green-","          <CheckCircle2 className=""h-4 w-4 text-green-500"" />"
